Date,Time,WaterLevel,WL,Flow
2019-01-02,06:30:00,0.38,377,74.17117122
2019-01-02,06:45:00,0.38,377,74.17117122
2019-01-02,07:00:00,0.38,377,74.17117122
2019-01-02,07:15:00,0.38,377,74.17117122
2019-01-02,07:30:00,0.38,378,75.08198028
2019-01-02,07:45:00,0.38,377,74.17117122
2019-01-02,08:00:00,0.38,377,74.17117122
2019-01-02,08:15:00,0.38,376,73.26903586
2019-01-02,08:30:00,0.38,376,73.26903586
2019-01-02,08:45:00,0.38,377,74.17117122
2019-01-02,09:00:00,0.38,377,74.17117122
2019-01-02,09:15:00,0.38,376,73.26903586
2019-01-02,09:30:00,0.38,376,73.26903586
2019-01-02,09:45:00,0.38,377,74.17117122
2019-01-02,10:00:00,0.38,376,73.26903586
2019-01-02,10:15:00,0.38,376,73.26903586
2019-01-02,10:30:00,0.38,376,73.26903586
2019-01-02,10:45:00,0.38,375,72.37551431
2019-01-02,11:00:00,0.38,376,73.26903586
2019-01-02,11:15:00,0.38,375,72.37551431
2019-01-02,11:30:00,0.38,376,73.26903586
2019-01-02,11:45:00,0.38,376,73.26903586
2019-01-02,12:00:00,0.38,376,73.26903586
2019-01-02,12:15:00,0.38,376,73.26903586
2019-01-02,12:30:00,0.38,376,73.26903586
2019-01-02,12:45:00,0.38,376,73.26903586
2019-01-02,13:00:00,0.38,376,73.26903586
2019-01-02,13:15:00,0.38,377,74.17117122
2019-01-02,13:30:00,0.38,375,72.37551431
2019-01-02,13:45:00,0.38,375,72.37551431
2019-01-02,14:00:00,0.38,376,73.26903586
2019-01-02,14:15:00,0.38,375,72.37551431
2019-01-02,14:30:00,0.38,375,72.37551431
2019-01-02,14:45:00,0.38,375,72.37551431
2019-01-02,15:00:00,0.38,375,72.37551431
2019-01-02,15:15:00,0.38,376,73.26903586
2019-01-02,15:30:00,0.38,375,72.37551431
2019-01-02,15:45:00,0.38,375,72.37551431
2019-01-02,16:00:00,0.37,374,71.49054699
2019-01-02,16:15:00,0.38,375,72.37551431
2019-01-02,16:30:00,0.37,374,71.49054699
2019-01-02,16:45:00,0.38,375,72.37551431
2019-01-02,17:00:00,0.38,375,72.37551431
2019-01-02,17:15:00,0.38,375,72.37551431
2019-01-02,17:30:00,0.38,375,72.37551431
2019-01-02,17:45:00,0.37,374,71.49054699
2019-01-02,18:00:00,0.37,374,71.49054699
2019-01-02,18:15:00,0.38,375,72.37551431
2019-01-02,18:30:00,0.37,374,71.49054699
2019-01-02,18:45:00,0.37,374,71.49054699
2019-01-02,19:00:00,0.37,374,71.49054699
2019-01-02,19:15:00,0.37,374,71.49054699
2019-01-02,19:30:00,0.37,374,71.49054699
2019-01-02,19:45:00,0.38,375,72.37551431
2019-01-02,20:00:00,0.37,374,71.49054699
2019-01-02,20:15:00,0.38,375,72.37551431
2019-01-02,20:30:00,0.37,374,71.49054699
2019-01-02,20:45:00,0.37,373,70.61407454
2019-01-02,21:00:00,0.37,374,71.49054699
2019-01-02,21:15:00,0.37,373,70.61407454
2019-01-02,21:30:00,0.37,374,71.49054699
2019-01-02,21:45:00,0.37,374,71.49054699
2019-01-02,22:00:00,0.37,374,71.49054699
2019-01-02,22:15:00,0.37,374,71.49054699
2019-01-02,22:30:00,0.37,374,71.49054699
2019-01-02,22:45:00,0.37,374,71.49054699
2019-01-02,23:00:00,0.37,374,71.49054699
2019-01-02,23:15:00,0.37,374,71.49054699
2019-01-02,23:30:00,0.37,373,70.61407454
2019-01-02,23:45:00,0.37,373,70.61407454
2019-01-03,00:00:00,0.37,373,70.61407454
2019-01-03,00:15:00,0.37,373,70.61407454
2019-01-03,00:30:00,0.37,374,71.49054699
2019-01-03,00:45:00,0.37,373,70.61407454
2019-01-03,01:00:00,0.37,373,70.61407454
2019-01-03,01:15:00,0.37,372,69.74603786
2019-01-03,01:30:00,0.37,373,70.61407454
2019-01-03,01:45:00,0.37,373,70.61407454
2019-01-03,02:00:00,0.37,373,70.61407454
2019-01-03,02:15:00,0.37,372,69.74603786
2019-01-03,02:30:00,0.37,372,69.74603786
2019-01-03,02:45:00,0.37,373,70.61407454
2019-01-03,03:00:00,0.37,373,70.61407454
2019-01-03,03:15:00,0.37,372,69.74603786
2019-01-03,03:30:00,0.37,374,71.49054699
2019-01-03,03:45:00,0.37,372,69.74603786
2019-01-03,04:00:00,0.37,372,69.74603786
2019-01-03,04:15:00,0.37,372,69.74603786
2019-01-03,04:30:00,0.37,372,69.74603786
2019-01-03,04:45:00,0.37,372,69.74603786
2019-01-03,05:00:00,0.37,372,69.74603786
2019-01-03,05:15:00,0.37,372,69.74603786
2019-01-03,05:30:00,0.37,373,70.61407454
2019-01-03,05:45:00,0.37,372,69.74603786
2019-01-03,06:00:00,0.37,372,69.74603786
2019-01-03,06:15:00,0.37,372,69.74603786
2019-01-03,06:30:00,0.37,372,69.74603786
2019-01-03,06:45:00,0.37,372,69.74603786
2019-01-03,07:00:00,0.37,372,69.74603786
2019-01-03,07:15:00,0.37,372,69.74603786
2019-01-03,07:30:00,0.37,372,69.74603786
2019-01-03,07:45:00,0.37,371,68.88637811
2019-01-03,08:00:00,0.37,372,69.74603786
2019-01-03,08:15:00,0.37,371,68.88637811
2019-01-03,08:30:00,0.37,372,69.74603786
2019-01-03,08:45:00,0.37,372,69.74603786
2019-01-03,09:00:00,0.37,371,68.88637811
2019-01-03,09:15:00,0.37,372,69.74603786
2019-01-03,09:30:00,0.37,371,68.88637811
2019-01-03,09:45:00,0.37,371,68.88637811
2019-01-03,10:00:00,0.37,371,68.88637811
2019-01-03,10:15:00,0.37,371,68.88637811
2019-01-03,10:30:00,0.37,371,68.88637811
2019-01-03,10:45:00,0.37,371,68.88637811
2019-01-03,11:00:00,0.37,371,68.88637811
2019-01-03,11:15:00,0.37,371,68.88637811
2019-01-03,11:30:00,0.37,370,68.03503671
2019-01-03,11:45:00,0.37,371,68.88637811
2019-01-03,12:00:00,0.37,371,68.88637811
2019-01-03,12:15:00,0.37,371,68.88637811
2019-01-03,12:30:00,0.37,371,68.88637811
2019-01-03,12:45:00,0.37,371,68.88637811
2019-01-03,13:00:00,0.37,371,68.88637811
2019-01-03,13:15:00,0.37,370,68.03503671
2019-01-03,13:30:00,0.37,371,68.88637811
2019-01-03,13:45:00,0.37,371,68.88637811
2019-01-03,14:00:00,0.37,370,68.03503671
2019-01-03,14:15:00,0.37,371,68.88637811
2019-01-03,14:30:00,0.37,370,68.03503671
2019-01-03,14:45:00,0.37,370,68.03503671
2019-01-03,15:00:00,0.37,370,68.03503671
2019-01-03,15:15:00,0.37,371,68.88637811
2019-01-03,15:30:00,0.37,370,68.03503671
2019-01-03,15:45:00,0.37,370,68.03503671
2019-01-03,16:00:00,0.37,370,68.03503671
2019-01-03,16:15:00,0.37,370,68.03503671
2019-01-03,16:30:00,0.37,370,68.03503671
2019-01-03,16:45:00,0.37,370,68.03503671
2019-01-03,17:00:00,0.37,370,68.03503671
2019-01-03,17:15:00,0.37,370,68.03503671
2019-01-03,17:30:00,0.37,370,68.03503671
2019-01-03,17:45:00,0.37,370,68.03503671
2019-01-03,18:00:00,0.37,369,67.19195532
2019-01-03,18:15:00,0.37,370,68.03503671
2019-01-03,18:30:00,0.37,370,68.03503671
2019-01-03,18:45:00,0.37,370,68.03503671
2019-01-03,19:00:00,0.37,370,68.03503671
2019-01-03,19:15:00,0.37,369,67.19195532
2019-01-03,19:30:00,0.37,369,67.19195532
2019-01-03,19:45:00,0.37,369,67.19195532
2019-01-03,20:00:00,0.37,369,67.19195532
2019-01-03,20:15:00,0.37,369,67.19195532
2019-01-03,20:30:00,0.37,369,67.19195532
2019-01-03,20:45:00,0.37,369,67.19195532
2019-01-03,21:00:00,0.37,370,68.03503671
2019-01-03,21:15:00,0.37,370,68.03503671
2019-01-03,21:30:00,0.37,369,67.19195532
2019-01-03,21:45:00,0.37,369,67.19195532
2019-01-03,22:00:00,0.37,369,67.19195532
2019-01-03,22:15:00,0.37,369,67.19195532
2019-01-03,22:30:00,0.37,369,67.19195532
2019-01-03,22:45:00,0.37,368,66.35707585
2019-01-03,23:00:00,0.37,368,66.35707585
2019-01-03,23:15:00,0.37,368,66.35707585
2019-01-03,23:30:00,0.37,368,66.35707585
2019-01-03,23:45:00,0.37,368,66.35707585
2019-01-04,00:00:00,0.37,367,65.53034048
2019-01-04,00:15:00,0.37,368,66.35707585
2019-01-04,00:30:00,0.37,369,67.19195532
2019-01-04,00:45:00,0.37,368,66.35707585
2019-01-04,01:00:00,0.37,368,66.35707585
2019-01-04,01:15:00,0.37,368,66.35707585
2019-01-04,01:30:00,0.37,368,66.35707585
2019-01-04,01:45:00,0.37,368,66.35707585
2019-01-04,02:00:00,0.37,367,65.53034048
2019-01-04,02:15:00,0.37,368,66.35707585
2019-01-04,02:30:00,0.37,368,66.35707585
2019-01-04,02:45:00,0.37,368,66.35707585
2019-01-04,03:00:00,0.37,368,66.35707585
2019-01-04,03:15:00,0.37,368,66.35707585
2019-01-04,03:30:00,0.37,368,66.35707585
2019-01-04,03:45:00,0.37,368,66.35707585
2019-01-04,04:00:00,0.37,367,65.53034048
2019-01-04,04:15:00,0.37,367,65.53034048
2019-01-04,04:30:00,0.37,367,65.53034048
2019-01-04,04:45:00,0.37,367,65.53034048
2019-01-04,05:00:00,0.37,367,65.53034048
2019-01-04,05:15:00,0.37,367,65.53034048
2019-01-04,05:30:00,0.37,367,65.53034048
2019-01-04,05:45:00,0.37,367,65.53034048
2019-01-04,06:00:00,0.37,366,64.71169163
2019-01-04,06:15:00,0.37,367,65.53034048
2019-01-04,06:30:00,0.37,367,65.53034048
2019-01-04,06:45:00,0.37,367,65.53034048
2019-01-04,07:00:00,0.37,367,65.53034048
2019-01-04,07:15:00,0.37,367,65.53034048
2019-01-04,07:30:00,0.37,367,65.53034048
2019-01-04,07:45:00,0.37,367,65.53034048
2019-01-04,08:00:00,0.37,366,64.71169163
2019-01-04,08:15:00,0.37,367,65.53034048
2019-01-04,08:30:00,0.37,367,65.53034048
2019-01-04,08:45:00,0.37,366,64.71169163
2019-01-04,09:00:00,0.37,367,65.53034048
2019-01-04,09:15:00,0.37,366,64.71169163
2019-01-04,09:30:00,0.37,366,64.71169163
2019-01-04,09:45:00,0.37,366,64.71169163
2019-01-04,10:00:00,0.37,366,64.71169163
2019-01-04,10:15:00,0.37,366,64.71169163
2019-01-04,10:30:00,0.37,366,64.71169163
2019-01-04,10:45:00,0.37,366,64.71169163
2019-01-04,11:00:00,0.37,366,64.71169163
2019-01-04,11:15:00,0.37,366,64.71169163
2019-01-04,11:30:00,0.37,365,63.90107197
2019-01-04,11:45:00,0.37,365,63.90107197
2019-01-04,12:00:00,0.37,365,63.90107197
2019-01-04,12:15:00,0.37,366,64.71169163
2019-01-04,12:30:00,0.37,366,64.71169163
2019-01-04,12:45:00,0.37,366,64.71169163
2019-01-04,13:00:00,0.37,366,64.71169163
2019-01-04,13:15:00,0.37,366,64.71169163
2019-01-04,13:30:00,0.37,365,63.90107197
2019-01-04,13:45:00,0.37,365,63.90107197
2019-01-04,14:00:00,0.37,366,64.71169163
2019-01-04,14:15:00,0.37,366,64.71169163
2019-01-04,14:30:00,0.37,366,64.71169163
2019-01-04,14:45:00,0.37,365,63.90107197
2019-01-04,15:00:00,0.37,366,64.71169163
2019-01-04,15:15:00,0.37,365,63.90107197
2019-01-04,15:30:00,0.37,365,63.90107197
2019-01-04,15:45:00,0.37,365,63.90107197
2019-01-04,16:00:00,0.37,365,63.90107197
2019-01-04,16:15:00,0.37,365,63.90107197
2019-01-04,16:30:00,0.37,365,63.90107197
2019-01-04,16:45:00,0.36,364,63.09842443
2019-01-04,17:00:00,0.36,364,63.09842443
2019-01-04,17:15:00,0.37,365,63.90107197
2019-01-04,17:30:00,0.37,365,63.90107197
2019-01-04,17:45:00,0.36,364,63.09842443
2019-01-04,18:00:00,0.37,365,63.90107197
2019-01-04,18:15:00,0.36,364,63.09842443
2019-01-04,18:30:00,0.37,365,63.90107197
2019-01-04,18:45:00,0.37,365,63.90107197
2019-01-04,19:00:00,0.36,364,63.09842443
2019-01-04,19:15:00,0.36,364,63.09842443
2019-01-04,19:30:00,0.36,363,62.30369219
2019-01-04,19:45:00,0.36,364,63.09842443
2019-01-04,20:00:00,0.36,364,63.09842443
2019-01-04,20:15:00,0.36,364,63.09842443
2019-01-04,20:30:00,0.36,364,63.09842443
2019-01-04,20:45:00,0.36,364,63.09842443
2019-01-04,21:00:00,0.36,364,63.09842443
2019-01-04,21:15:00,0.36,363,62.30369219
2019-01-04,21:30:00,0.36,364,63.09842443
2019-01-04,21:45:00,0.36,364,63.09842443
2019-01-04,22:00:00,0.36,364,63.09842443
2019-01-04,22:15:00,0.36,364,63.09842443
2019-01-04,22:30:00,0.36,364,63.09842443
2019-01-04,22:45:00,0.36,364,63.09842443
2019-01-04,23:00:00,0.36,364,63.09842443
2019-01-04,23:15:00,0.36,364,63.09842443
2019-01-04,23:30:00,0.36,363,62.30369219
2019-01-04,23:45:00,0.36,363,62.30369219
2019-01-05,00:00:00,0.36,364,63.09842443
2019-01-05,00:15:00,0.36,364,63.09842443
2019-01-05,00:30:00,0.36,364,63.09842443
2019-01-05,00:45:00,0.36,363,62.30369219
2019-01-05,01:00:00,0.36,363,62.30369219
2019-01-05,01:15:00,0.36,364,63.09842443
2019-01-05,01:30:00,0.36,363,62.30369219
2019-01-05,01:45:00,0.36,363,62.30369219
2019-01-05,02:00:00,0.36,363,62.30369219
2019-01-05,02:15:00,0.36,363,62.30369219
2019-01-05,02:30:00,0.36,362,61.51681866
2019-01-05,02:45:00,0.36,363,62.30369219
2019-01-05,03:00:00,0.36,363,62.30369219
2019-01-05,03:15:00,0.36,363,62.30369219
2019-01-05,03:30:00,0.36,363,62.30369219
2019-01-05,03:45:00,0.36,362,61.51681866
2019-01-05,04:00:00,0.36,363,62.30369219
2019-01-05,04:15:00,0.36,363,62.30369219
2019-01-05,04:30:00,0.36,362,61.51681866
2019-01-05,04:45:00,0.36,362,61.51681866
2019-01-05,05:00:00,0.36,362,61.51681866
2019-01-05,05:15:00,0.36,362,61.51681866
2019-01-05,05:30:00,0.36,362,61.51681866
2019-01-05,05:45:00,0.36,363,62.30369219
2019-01-05,06:00:00,0.36,363,62.30369219
2019-01-05,06:15:00,0.36,362,61.51681866
2019-01-05,06:30:00,0.36,362,61.51681866
2019-01-05,06:45:00,0.36,362,61.51681866
2019-01-05,07:00:00,0.36,362,61.51681866
2019-01-05,07:15:00,0.36,363,62.30369219
2019-01-05,07:30:00,0.36,362,61.51681866
2019-01-05,07:45:00,0.36,362,61.51681866
2019-01-05,08:00:00,0.36,362,61.51681866
2019-01-05,08:15:00,0.36,362,61.51681866
2019-01-05,08:30:00,0.36,362,61.51681866
2019-01-05,08:45:00,0.36,362,61.51681866
2019-01-05,09:00:00,0.36,362,61.51681866
2019-01-05,09:15:00,0.36,362,61.51681866
2019-01-05,09:30:00,0.36,362,61.51681866
2019-01-05,09:45:00,0.36,362,61.51681866
2019-01-05,10:00:00,0.36,362,61.51681866
2019-01-05,10:15:00,0.36,362,61.51681866
2019-01-05,10:30:00,0.36,362,61.51681866
2019-01-05,10:45:00,0.36,362,61.51681866
2019-01-05,11:00:00,0.36,362,61.51681866
2019-01-05,11:15:00,0.36,362,61.51681866
2019-01-05,11:30:00,0.36,362,61.51681866
2019-01-05,11:45:00,0.36,361,60.73774754
2019-01-05,12:00:00,0.36,361,60.73774754
2019-01-05,12:15:00,0.36,362,61.51681866
2019-01-05,12:30:00,0.36,362,61.51681866
2019-01-05,12:45:00,0.36,362,61.51681866
2019-01-05,13:00:00,0.36,362,61.51681866
2019-01-05,13:15:00,0.36,362,61.51681866
2019-01-05,13:30:00,0.36,361,60.73774754
2019-01-05,13:45:00,0.36,362,61.51681866
2019-01-05,14:00:00,0.36,362,61.51681866
2019-01-05,14:15:00,0.36,361,60.73774754
2019-01-05,14:30:00,0.36,362,61.51681866
2019-01-05,14:45:00,0.36,361,60.73774754
2019-01-05,15:00:00,0.36,362,61.51681866
2019-01-05,15:15:00,0.36,361,60.73774754
2019-01-05,15:30:00,0.36,361,60.73774754
2019-01-05,15:45:00,0.36,361,60.73774754
2019-01-05,16:00:00,0.36,361,60.73774754
2019-01-05,16:15:00,0.36,361,60.73774754
2019-01-05,16:30:00,0.36,361,60.73774754
2019-01-05,16:45:00,0.36,361,60.73774754
2019-01-05,17:00:00,0.36,360,59.96642274
2019-01-05,17:15:00,0.36,361,60.73774754
2019-01-05,17:30:00,0.36,361,60.73774754
2019-01-05,17:45:00,0.36,361,60.73774754
2019-01-05,18:00:00,0.36,362,61.51681866
2019-01-05,18:15:00,0.36,361,60.73774754
2019-01-05,18:30:00,0.36,361,60.73774754
2019-01-05,18:45:00,0.36,362,61.51681866
2019-01-05,19:00:00,0.36,361,60.73774754
2019-01-05,19:15:00,0.36,362,61.51681866
2019-01-05,19:30:00,0.36,362,61.51681866
2019-01-05,19:45:00,0.36,363,62.30369219
2019-01-05,20:00:00,0.36,362,61.51681866
2019-01-05,20:15:00,0.36,363,62.30369219
2019-01-05,20:30:00,0.36,363,62.30369219
2019-01-05,20:45:00,0.36,363,62.30369219
2019-01-05,21:00:00,0.36,363,62.30369219
2019-01-05,21:15:00,0.36,364,63.09842443
2019-01-05,21:30:00,0.36,364,63.09842443
2019-01-05,21:45:00,0.36,364,63.09842443
2019-01-05,22:00:00,0.36,364,63.09842443
2019-01-05,22:15:00,0.36,364,63.09842443
2019-01-05,22:30:00,0.37,365,63.90107197
2019-01-05,22:45:00,0.37,365,63.90107197
2019-01-05,23:00:00,0.37,365,63.90107197
2019-01-05,23:15:00,0.37,366,64.71169163
2019-01-05,23:30:00,0.37,366,64.71169163
2019-01-05,23:45:00,0.37,366,64.71169163
2019-01-06,00:00:00,0.37,366,64.71169163
2019-01-06,00:15:00,0.37,367,65.53034048
2019-01-06,00:30:00,0.37,367,65.53034048
2019-01-06,00:45:00,0.37,367,65.53034048
2019-01-06,01:00:00,0.37,367,65.53034048
2019-01-06,01:15:00,0.37,368,66.35707585
2019-01-06,01:30:00,0.37,368,66.35707585
2019-01-06,01:45:00,0.37,368,66.35707585
2019-01-06,02:00:00,0.37,369,67.19195532
2019-01-06,02:15:00,0.37,369,67.19195532
2019-01-06,02:30:00,0.37,369,67.19195532
2019-01-06,02:45:00,0.37,371,68.88637811
2019-01-06,03:00:00,0.37,371,68.88637811
2019-01-06,03:15:00,0.37,371,68.88637811
2019-01-06,03:30:00,0.37,372,69.74603786
2019-01-06,03:45:00,0.37,373,70.61407454
2019-01-06,04:00:00,0.37,373,70.61407454
2019-01-06,04:15:00,0.37,373,70.61407454
2019-01-06,04:30:00,0.38,375,72.37551431
2019-01-06,04:45:00,0.38,375,72.37551431
2019-01-06,05:00:00,0.38,376,73.26903586
2019-01-06,05:15:00,0.38,376,73.26903586
2019-01-06,05:30:00,0.38,378,75.08198028
2019-01-06,05:45:00,0.38,378,75.08198028
2019-01-06,06:00:00,0.38,379,76.00152314
2019-01-06,06:15:00,0.38,379,76.00152314
2019-01-06,06:30:00,0.38,380,76.92986017
2019-01-06,06:45:00,0.38,381,77.86705201
2019-01-06,07:00:00,0.38,382,78.81315954
2019-01-06,07:15:00,0.38,384,80.73236651
2019-01-06,07:30:00,0.39,385,81.70558901
2019-01-06,07:45:00,0.39,387,83.67958164
2019-01-06,08:00:00,0.39,388,84.68047637
2019-01-06,08:15:00,0.39,389,85.69072024
2019-01-06,08:30:00,0.39,390,86.71037619
2019-01-06,08:45:00,0.39,393,89.82645004
2019-01-06,09:00:00,0.4,395,91.95205899
2019-01-06,09:15:00,0.4,397,94.11684946
2019-01-06,09:30:00,0.4,398,95.21409992
2019-01-06,09:45:00,0.4,400,97.43863784
2019-01-06,10:00:00,0.4,402,99.70366366
2019-01-06,10:15:00,0.4,403,100.851525
2019-01-06,10:30:00,0.41,405,103.1782777
2019-01-06,10:45:00,0.41,408,106.7469894
2019-01-06,11:00:00,0.41,410,109.179309
2019-01-06,11:15:00,0.41,411,110.4116271
2019-01-06,11:30:00,0.41,414,114.1740408
2019-01-06,11:45:00,0.42,416,116.73756
2019-01-06,12:00:00,0.42,417,118.0361022
2019-01-06,12:15:00,0.42,421,123.3438012
2019-01-06,12:30:00,0.42,423,126.066765
2019-01-06,12:45:00,0.43,426,130.2392201
2019-01-06,13:00:00,0.43,430,135.9698324
2019-01-06,13:15:00,0.43,433,140.3958704
2019-01-06,13:30:00,0.44,437,146.471852
2019-01-06,13:45:00,0.44,440,151.1624289
2019-01-06,14:00:00,0.45,445,159.2406401
2019-01-06,14:15:00,0.45,451,169.3764394
2019-01-06,14:30:00,0.46,456,178.202838
2019-01-06,14:45:00,0.46,461,187.3853541
2019-01-06,15:00:00,0.47,470,204.8441995
2019-01-06,15:15:00,0.48,478,221.4094183
2019-01-06,15:30:00,0.49,486,239.0055286
2019-01-06,15:45:00,0.49,494,257.6781207
2019-01-06,16:00:00,0.5,500,272.4171205
2019-01-06,16:15:00,0.5,499,269.915891
2019-01-06,16:30:00,0.5,503,280.0298542
2019-01-06,16:45:00,0.51,505,285.196831
2019-01-06,17:00:00,0.51,514,309.3794581
2019-01-06,17:15:00,0.51,513,306.6159536
2019-01-06,17:30:00,0.51,514,309.3794581
2019-01-06,17:45:00,0.51,513,306.6159536
2019-01-06,18:00:00,0.51,514,309.3794581
2019-01-06,18:15:00,0.52,515,312.1624259
2019-01-06,18:30:00,0.51,514,309.3794581
2019-01-06,18:45:00,0.52,515,312.1624259
2019-01-06,19:00:00,0.52,515,312.1624259
2019-01-06,19:15:00,0.51,514,309.3794581
